id,transaction_id,category_id,amount,percentage,belief_tag,chart_of_account_id,inserted_at,description,user_id
e4f5c430-b6e1-4389-959d-a246a400340b,11158e80-8e71-45d1-9fde-291ea0906866,,7.99,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:56.83067+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
e52d4a15-a509-4139-9535-1eb78ce1b8ff,1cda1154-0801-4ca4-99ed-ff4f04869028,,30.02,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:39.582228+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
e833e7dc-3abd-432b-b565-ae8df3bf614c,ec7d7c83-3381-4f44-8357-a1a50367dcb1,,130.39,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:46.371192+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
e9edb840-4f2f-4e7a-bb9f-8576461d83d2,b3f0d5bc-8bca-4213-87ff-47c22939ff8b,,7.46,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:52:28.039159+00,,d293575a-98b3-4287-b308-01a4f6299080
eb0b3d54-a65e-469b-8531-fe964d55f524,1d85fb9d-54c1-4a18-8f83-c666452b245c,,16.35,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:49.756414+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
ebe8293b-941b-491c-9a22-0b6ae14be50f,a407edfc-bcd7-4717-97be-29711f4f7377,,199.22,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:16.592401+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
ece79ebc-1939-4854-bfe2-51720ed9251c,b3f0d5bc-8bca-4213-87ff-47c22939ff8b,,37.28,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:27.710285+00,,d293575a-98b3-4287-b308-01a4f6299080
ed3dffaa-3884-4a58-af47-18536ccd84a1,93c1da89-177a-47f5-aae9-1479ec4b694e,,23.42,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:58.487636+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
ed58eeca-86a0-490f-b767-e61253f68269,91bc4ec6-48a7-4b34-82cf-1e938d5ff8c0,,21.70,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:25.049585+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
ed5ced24-20a5-475e-a18e-ddb228944d4b,c03fc368-6e27-4291-9e5e-db264d2f7a42,,35.09,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:06.544296+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
ee3295b3-1383-41dd-bdaa-890a3b152c25,b84e0b7a-6583-4df3-8339-61319119294e,,5.89,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:54.776865+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
ee45616d-65ba-4e42-a417-a614717d9c6f,d6d73dbf-279f-4b0c-80c5-6c10699d0820,,7.46,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:34.805476+00,,d293575a-98b3-4287-b308-01a4f6299080
eea4c49c-63b6-42ab-a495-f5e4ea289d93,47c25646-01d3-4297-a12e-d8a652efc8f5,,40.94,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:44.254646+00,,d293575a-98b3-4287-b308-01a4f6299080
eefb6fcb-75cf-4fdd-99d9-f769b8445a51,7af2d100-111f-4c25-b707-79ff45469947,,36.50,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:52:29.582099+00,,d293575a-98b3-4287-b308-01a4f6299080
f0810634-b8f6-4d48-bb6e-403d7721f03a,12b99fa9-6b91-4528-9233-be1a2b748c20,,29.99,50.00,,cd2129d9-2a16-452e-b3f5-e295c1a4c601,2025-12-03 20:51:50.72612+00,,d293575a-98b3-4287-b308-01a4f6299080
f3239502-40e0-4564-87f3-cb3dc2216fec,526e3915-79b7-4298-bfba-c9317b249419,,65.08,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:52:15.215202+00,,d293575a-98b3-4287-b308-01a4f6299080
f3d5835b-b0fb-4d15-bdcc-93cae7f35448,dbd05bc5-3c86-43f7-bd6d-cd7dcee9f3be,,26.91,100.00,,306a669c-6bd9-4b68-b7a1-7598dc3e5785,2025-12-04 14:26:03.292268+00,,d293575a-98b3-4287-b308-01a4f6299080
f4ccf7eb-e6fe-4d73-89cb-7cda97af22b9,922330bb-fd9f-4457-aa3b-49c97349e289,,54.24,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:52:17.956531+00,,d293575a-98b3-4287-b308-01a4f6299080
f4df3f7c-085b-4bc6-ac50-3e4b84d7c782,3bd6f830-54af-49e1-9646-c8634bcf8ff0,,2.94,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:51:32.630112+00,,d293575a-98b3-4287-b308-01a4f6299080
f592f174-c1cb-45e5-a2dc-233cf02567ab,c03fc368-6e27-4291-9e5e-db264d2f7a42,,8.77,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:06.713615+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
f67afe02-4de4-4fd2-bdd3-b57220750dd4,c1f51674-e062-46a0-9727-6ba0f775a744,,1.10,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:35.590657+00,,d293575a-98b3-4287-b308-01a4f6299080
f702e6c9-bf1c-431e-a56f-100b774d281a,8ec5dfce-1328-4c38-a307-3bf8d1e67066,,167.83,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:52:10.347914+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
f71c0998-76cb-4c08-ba80-15f1c6f94678,5b7d12d0-5532-478f-9eed-95197c6d743a,,95.50,100.00,,306a669c-6bd9-4b68-b7a1-7598dc3e5785,2025-12-03 20:52:28.382492+00,household items,d293575a-98b3-4287-b308-01a4f6299080
f78a3db0-5b49-4309-b29b-8005952f5678,9e5fd8a4-1f5b-4adc-89ee-e9b218947744,,7.01,100.00,,306a669c-6bd9-4b68-b7a1-7598dc3e5785,2025-12-04 14:26:07.089673+00,,d293575a-98b3-4287-b308-01a4f6299080
f7ef803e-2933-4237-9f2b-f9d6c2b71fd0,54e90671-7059-4d46-b17d-2c2700b63dda,,13.56,30.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:30.18838+00,,d293575a-98b3-4287-b308-01a4f6299080
f88cf7b0-ffa3-47cf-a526-17dd873eb628,41c08fec-a32a-4d54-8af0-5d3b2cc40ab3,,0.37,10.00,,5d9596b8-b071-4a2c-b578-76192a3c290e,2025-12-03 20:51:36.80007+00,,d293575a-98b3-4287-b308-01a4f6299080
f946063f-0fc6-42d6-abc1-1ca999070c0c,94d632a1-9c52-4ec8-ba36-74154e46d7bd,,4.41,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:52:16.058052+00,,d293575a-98b3-4287-b308-01a4f6299080
fb1142f9-0a75-4487-98af-b849073ed880,7760a619-8bef-4df4-8e15-6a4cd0244617,,21.60,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:51:31.633464+00,,d293575a-98b3-4287-b308-01a4f6299080
fc12da72-310a-4383-a7ca-40f87c2970a9,3a6815b7-f9a7-46e7-9e51-c6787496cef3,,11.25,100.00,,306a669c-6bd9-4b68-b7a1-7598dc3e5785,2025-12-03 21:01:34.930973+00,,d293575a-98b3-4287-b308-01a4f6299080
fc58deee-ba9f-475f-8603-549474c1b9da,c3a6cf8d-5450-464b-931d-011368354d17,,18.86,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:51:45.132875+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
fd6931ea-c909-455a-b80b-c168ee4e64c2,c82a7480-e5bc-4db7-aa00-0f60a3738eed,,13.46,80.00,,9f166818-76ea-4b10-9af7-8a75c5353acb,2025-12-03 20:51:45.495167+00,Groceries,d293575a-98b3-4287-b308-01a4f6299080
fe00d43b-1806-44f8-9078-d54a2e14cfc4,4f9ed648-e3eb-4177-8c98-8601b579d702,,1.13,20.00,,7a44a6dc-687c-4bc2-8685-d69249f79c72,2025-12-03 20:52:31.080582+00,Household Groceries,d293575a-98b3-4287-b308-01a4f6299080
feb58cee-8763-4b7b-aeeb-401d00f2b24b,2f2356a7-a75a-4bf3-b9ee-c2b0712635ea,,9.04,10.00,,d8bc9a20-9f03-4cc8-8d33-3a12bcd04362,2025-12-03 20:51:55.438177+00,,d293575a-98b3-4287-b308-01a4f6299080
